material_id,formation_energy_per_atom,pretty_formula
mp-18806,-1.882492484,Ni3(BO3)2
mp-17234,-2.89017921,KTiP2O7
mp-560496,-2.543553596,BaV2ZnO7
mp-19112,-2.058042508,FeSO4
mp-554763,-2.051713481,NpAgSeO5
mp-1193418,-0.923527981,YI3O11
mp-541424,-2.269548485,Na3V(SO4)3
mp-505238,-2.669374498,EuTiAgO4
mp-19269,-3.153820914,NdCrO3
mp-557424,-2.260138183,BaV(AsO4)2
mp-18761,-2.438700261,K3V3O8
mp-6476,-0.333196632,Ag3SeNO3
mp-7206,-1.537905448,TcAgO4
mp-558517,-1.734989477,K2Cr2HgCl2O7
mp-1196135,-1.436389087,Cs3Cu3Cl8O
mp-17085,-3.879704237,Rb2Zr3OF12
mp-22352,-2.271593404,Ba3InRu2O9
mp-27941,-0.537417438,AgClO3
mp-1198947,-0.318147554,FeHg2C6S2(NO2)2
mp-19949,-2.336563952,Sc2Cu2Ge4O13
mp-1197187,-1.387789917,Zn2Fe(PO6)2
mp-17479,-2.673359841,NaVP2O7
mp-16382,-2.40957914,KCd6P7O24
mp-23116,-0.837589567,CuBiSeO
mp-9518,-1.996917515,NdZnPO
mp-556224,-3.059141213,Sr5V3ClO12
mp-1203525,-0.721085677,CoBi(CO)3
mp-510568,-2.26532756,V2O5
mp-1190505,-2.416273408,Y2CoTe2(SO7)2
mp-697121,-1.310285618,MgZn2H12(BrO)6
mp-722467,-1.060257984,CdH18Se4(N2O7)2
mp-15887,-2.780014552,Sr2YIrO6
mp-545469,-2.303909383,KV(SO4)2
mp-29919,-2.751936841,Sr9Cr5O18
mp-545482,-1.042750281,PdSeO3
mp-775736,-1.097201543,CoPH21N5O7
mp-1079717,-2.41448496,Sr2Ti2Sb2OF2
mp-1195685,-2.691942151,Ta(PO4)2
mp-551806,-1.746061951,CoTeMoO6
mp-25223,-1.800662511,MnO2
mp-20569,-2.099144598,MnSnO3
mp-1198748,-0.665648609,CoH18Br2N6ClO3
mp-557310,-2.570405226,LiY(MoO4)2
mp-21860,-3.132304864,Ta2VO6
mp-561357,-2.102430904,TiNb3Cl7O2
mp-1199918,-0.838810981,V3P2C2(N3O7)2
mp-745148,-2.214173606,MnP2HO7
mp-557909,-2.861461819,Zr(PO3)4
mp-542027,-1.68122066,V2Ni(HO2)4
mp-1192384,-2.587573201,DyWBrO4
mp-1195152,-2.728883838,Ba3V4ZnO14
mp-20361,-2.399381798,FePO4
mp-19088,-2.824559067,Ba5V5O14
mp-768097,-1.815167049,V3H4NO8
mp-1204094,-1.975946078,V2S3O14
mp-560406,-2.370044283,K8Zr(MoO4)6
mp-1203293,-2.835826209,NaNbO3
mp-1191064,-0.812642085,Fe2NO8
mp-1078361,-1.668836044,Fe2O3
mp-504567,-1.528721256,Mn3(CuO4)2
mp-553890,-1.808406205,CuSb2H12(O3F4)2
mp-1192895,-2.379934968,BaDyFe4O7
mp-22301,-2.075585165,Sr2DyCu3(PbO4)2
mp-1194363,-1.024693173,V3(NO4)2
mp-557697,-1.477886172,Hg2Sb2O7
mp-1199661,-1.812683111,K3Fe(CO2)6
mp-17256,-3.984701654,Rb2Hf3OF12
mp-649957,-1.518730169,Cu3Mo2O9
mp-1102963,-2.476594552,VO2
mp-560519,-3.73377133,Ba3ScCO3F7
mp-1202355,-1.441261379,CsCrH24(SeO10)2
mp-1199395,-2.112416734,ZrO3F5
mp-17693,-2.81798603,SrCdP2O7
mp-31763,-2.6132136,Ca2FeReO6
mp-555219,-2.000544159,CuWO3F2
mp-984806,-2.747415458,Ba2PrRuO6
mp-1209329,-3.211215057,PrVO3
mp-13042,-3.175811122,NaSr3TaO6
mp-558172,-1.584773496,Ca(PtO2)2
mp-20772,-2.631484731,CaCrO3
mp-1190433,-1.098188663,CoH5CN(ClO)2
mp-1237680,-1.126613896,Li2Cr2O9
mp-1202333,-2.018993389,P(W3O10)4
mp-1196385,-1.908571956,V6H2Pb4Se3O26
mp-722516,-2.150978045,Zn2PHO5
mp-1193551,-1.541560759,SrCu2Se2(ClO3)2
mp-647999,-2.20685436,Nb2Cd2O7
mp-704950,-2.532993537,SrFeSn(PO4)3
mp-707973,-0.369204328,CuH22C8N10O
mp-12436,-2.263536799,Rb2Mn2(SO4)3
mp-18755,-1.733490734,NdMnSbO
mp-18918,-2.050901621,ZnWO4
mp-25265,-2.508635461,VPO5
mp-1298346,-2.391296276,Sr2CoO4
mp-24480,-0.962587781,CrH17N4Cl2O3
mp-693892,-5.791831513,Sr2CrClO4
mp-742859,-1.581753982,Fe3P2(HO)16
mp-19240,-2.796935009,ErCrO4
mp-10804,-3.357468171,NaYPO4F
mp-1193171,-1.478745182,Sc(SeO3)3
mp-17164,-2.592515712,NaNbGeO5
mp-559422,-1.313250134,Bi4Au2O9
mp-557159,-2.489751208,V2Cd(PO5)2
mp-550479,-2.070697423,Co(ReO4)2
mp-758284,-1.807079875,ZnP2H7NO8
mp-557389,-1.663016229,KMn5(SeO3)6
mp-556141,-2.382388391,Ni3B7ClO13
mp-1194202,-2.364770841,BaHoFe4O7
mp-556566,-2.342680201,V8O15
mp-18875,-2.563611011,MgWO4
mp-560039,-3.338008763,NaY(SiO3)2
mp-551131,-1.528927009,Co2AsClO4
mp-559431,-2.661767437,KVPO5
mp-1204674,-1.414236496,Ni9Te5(PbO5)6
mp-554391,-2.480622054,Fe3B7IO13
mp-540730,-1.428460133,Cs2CoO3
mp-558824,-1.132758954,KNa2NiO2
mp-6457,-3.695700889,La2MgTiO6
mp-556283,-3.132909263,Na2TiSi4O11
mp-559874,-1.559776453,FeTe2ClO5
mp-745180,-1.675119333,CrH6SO7
mp-1202859,-1.117096562,Co(CO3)2
mp-23875,-1.186387465,CuH4(ClO)2
mp-1105068,-2.332739995,BaYFe4O7
mp-1205282,-1.564135347,KCoMo3(AsO6)3
mp-13801,-1.160741048,Tl2Pt2O7
mp-647708,-0.897470137,BiIr3(CO)9
mp-777295,-3.062090757,TmCrO3
mp-1196558,-1.648877246,K2V4Zn5O20
mp-636383,-2.745224807,Ba4Sm2Cu2O9
mp-566287,-2.53438125,Ba2Eu2ZnPtO8
mp-3228,-1.591975296,HgSO4
mp-18545,-1.99724884,CsV3(SeO6)2
mp-18247,-2.95576481,Sr3ScRhO6
mp-20274,-2.262483595,Co2P2O7
mp-559442,-1.76062139,Ba2Ru7O18
mp-652407,-0.966174419,Ru(CO)4
mp-559626,-1.500546717,Fe(SbO2)2
mp-1019601,-3.793114849,CeZr7O16
mp-505679,-2.893772809,HfV2O7
mp-1191377,-2.043560467,Na4W4O15
mp-683791,-0.837161817,Mn2InC10ClO10
mp-559068,-1.414007253,Na2Pd(SeO4)2
mp-18778,-2.550677105,Zr(WO4)2
mp-1105411,-2.240976135,LiCr(GeO3)2
mp-19156,-2.493980114,BaMnO3
mp-18794,-3.44660025,Sm2TiMnO6
mp-19397,-1.609111911,Ba2Na(NiO2)3
mp-23110,-0.946055034,NaHg2IO2
mp-616507,-1.472395826,Cs2Na2IrO4
mp-17426,-3.322273779,Er2WO6
mp-14679,-1.691324841,K14Fe4O13
mp-6824,-3.206868515,Na2ZrSi4O11
mp-22751,-2.248100153,BaPr(CoO3)2
mp-615444,-0.719873832,CrPC5Br3O5
mp-1200054,-2.236222083,V4Fe2O13
mp-19072,-2.015501938,Si(NiO2)2
mp-573229,-2.304316232,Cs2MnV2(ClO3)2
mp-18321,-1.178919409,Hg2Te2O7
mp-22055,-3.037687991,TbMnO3
mp-1181006,-2.084198113,LiVTeO5
mp-552051,-2.391253842,Ca2CoTeO6
mp-21667,-2.923853394,CeZn(BO2)5
mp-2533,-2.880270031,NbO2
mp-1195392,-2.037602909,Na5ErH6WO10
mp-1195381,-2.057090364,Zn3Te2P2(PbO7)2
mp-558136,-2.271896958,Te4W(OF4)5
mp-567227,-2.385151194,K2NiP2O7
mp-28761,-2.673977721,Sr7Mn4O15
mp-20620,-2.969497385,Ba2NbInO6
mp-19247,-3.049325287,ScVO4
mp-735600,-1.42758059,SrCo2H2(SeO3)4
mp-555920,-2.83689001,Na2SrVP2O9
mp-1105747,-1.530238143,CoMo4O15
mp-1195181,-1.160557842,Co4Se3Cl2O9
mp-699570,-0.891818658,VTe4Cl4O
mp-5977,-3.852087762,Nd2Zr2O7
mp-562390,-2.11867888,K4CoMo4O15
mp-1192588,-2.407810793,PWO5
mp-698401,-0.840323197,CuH11C5NO6
mp-505561,-1.92580333,Na2ZnP4(H4O5)4
mp-19350,-3.285189753,LaVO3
mp-6810,-3.148598836,K2Ti(SiO3)3
mp-19085,-2.748774973,Ba2MnWO6
mp-557946,-1.044475749,Cu3Se2(ClO3)2
mp-1197776,-2.06074402,FeTe3S3Cl3(OF2)9
mp-21496,-3.176043268,LiLa4CuO8
mp-1104061,-0.759514069,H6Pd(NO)4
mp-29368,-3.791901046,Th2Ta2O9
mp-19270,-2.802747759,TiFeO3
mp-1200960,-3.215451692,K2Na2Sm4Nb2O13
mp-560333,-0.866614128,Ta2Te4Br10O
mp-542104,-2.71503937,SrV3O7
mp-23360,-1.067330469,Zn(IO3)2
mp-5660,-1.889012423,BaIrO3
mp-1020626,-3.040280202,Zr2Ga(PO4)3
mp-560032,-2.587861788,NaNb2AsO8
mp-21856,-2.21283617,Co2SiO4
mp-604273,-1.702369875,Cu2GeP2(H5O7)2
mp-558625,-3.274728759,SrZr(PO4)2
mp-1203008,0.101929863,Cu(N2O3)2
mp-555993,-1.041450341,CrAg3ClO4
mp-1200963,-1.542157226,VPNO5
mp-1181656,-1.119266226,Cu2H3ClO3
mp-19452,-2.607972185,V2Cd(P2O7)2
mp-557717,-2.981231488,Li3Nd3(WO6)2
mp-19078,-2.967925274,Ba2SrWO6
mp-560883,-2.301575634,Ba5Mn3ClO12
mp-17711,-2.334434217,BaNa2V2CuO8
mp-505552,-1.420718479,Cd2Ru2O7
mp-555102,-2.317283425,Ni(BO2)2
mp-19511,-2.116757394,Li5FeO4
mp-541148,-2.998662071,KUVO6
mp-19109,-2.417167778,FePO4
mp-743542,-0.976933558,CoH9C4NO6
mp-1188678,-1.719626226,Fe4O5
mp-696795,-0.89755941,Cu2H3NO6
mp-17686,-2.689401596,Ce2(WO4)3
mp-696384,-1.509215097,K2CuH4(Cl2O)2
mp-19061,-2.625174228,LiFe(SiO3)2
mp-7596,-1.989332173,NbNO
mp-20720,0.85823873,NiPb2(NO2)6
mp-560012,-2.456417327,FeP2PbO7
mp-8057,-3.375672617,Ti3O5
mp-5020,-3.501502967,BaTiO3
mp-556300,-2.579613055,Fe3B7ClO13
mp-654312,-2.388552815,Ba2Fe2O5
mp-16819,-1.641896834,ZnTeO3
mp-1196425,-2.695755254,Na2ZnB6O11
mp-18012,-2.318150665,Na4Co7(PO4)6
mp-6732,-2.950566248,La2MgIrO6
mp-554606,-1.42465472,Cu7As6(PbO12)2
mp-1191195,-3.68405415,Eu2Hf2O7
mp-555287,-1.662112724,Rb3FeO3
mp-19384,-1.571558405,Ni(AsO3)2
mp-6019,-3.480625292,Sr2YNbO6
mp-557266,-0.056087582,HgO2
mp-540864,-2.137912771,VBiO4
mp-907,-2.140306166,W18O49
mp-22647,-2.7896012,TmCrO4
mp-2664,-2.642211106,TiO
mp-1196307,-1.257159329,FeSe3O8
mp-4704,-2.661157869,Y3Fe5O12
mp-1105510,-2.091497634,Mn2CrSbO6
mp-1202680,-1.07830126,Co3(TeO4)2
mp-562456,-2.397400346,Fe3(PO4)2
mp-1200252,-2.355829523,YP4NO12
mp-18830,-2.267883509,Fe2PO5
mp-8294,-2.536564698,Cs2Li2TiO4
mp-556670,-1.418786609,MnH6SO6
mp-1202899,0.74523846,Pt(NO)6
mp-542146,-1.759902056,K2FeH8(SO6)2
mp-20593,-2.396561492,VO2
mp-1020622,-3.651656665,SrZrO3
mp-601195,-0.428874474,CuO2
mp-650392,-2.652183884,FeSiO3
mp-703567,-1.713020868,TiH12N2(O2F3)2
mp-6138,-3.011010845,Na2TiSiO5
mp-559280,-2.452005585,TiFe2O5
mp-30982,-1.173747354,Ag2SO3
mp-29041,-3.50683298,La11V4O26
mp-6475,-3.179256997,NaZr2(PO4)3
mp-542979,-1.894055853,MnVAgO4
mp-1194301,-2.458810968,Li3CuB3O7
mp-558608,-2.746815156,Nb2PbO6
mp-1191910,-0.490376076,Ni(NO4)2
mp-19097,-2.375080523,FeBO3
mp-1195335,-2.465310983,Na2Fe3(PO4)3
mp-1191240,-3.190757947,Sr2ZnSi2O7
mp-1195927,-1.594068817,Fe13O19
mp-554218,-2.986359439,Ti4P6PbO24
mp-1202699,-2.634486246,Na2Ti(SiO4)2
mp-1196974,-2.543311052,SrCo2BPO7
mp-1199200,-1.363827689,Fe2CO5
mp-1102399,-2.469583859,Fe2P2O7
mp-28364,-1.37044996,Rb2CdO2
mp-555206,-2.103875991,KLiCrO4
mp-1291630,-1.796800919,Fe3O4
mp-1277483,-3.254097414,LiLa4CoO8
mp-554807,-3.668947497,Er10W2O21
mp-687247,-1.207155471,K5YCo2(NO2)12
mp-1199625,-0.866049335,Hg3HN2O7
mp-561426,-2.74244066,Ba2CrO4
mp-560734,-0.85204741,VH9C3O4
mp-559038,-0.902985496,CuH12C4(NO)6
mp-1095339,-3.238420564,DyNbO4
mp-18661,-2.923696198,KY(PO3)4
mp-1191683,-3.902437288,Ce7ZrO16
mp-5360,-2.702948815,Ba3Nb16O23
mp-558051,-3.318485769,Pr3BWO9
mp-5802,-2.543289279,Mn5(SiO4)3
mp-1191111,-3.190867195,SrTi(PO4)2
mp-697709,-1.061504177,V2Ni(H4O5)2
mp-557450,-1.510012035,Na2PtO3
mp-695960,-1.591588747,NaZn(HO)3
mp-863299,-1.720794472,Cs2CoH12(SO7)2
mp-1194649,-2.510061985,RbNa2Mn3P4ClO14
mp-1203890,-2.563275512,Rb3V2ZnP4O17
mp-626151,-3.022682854,YHO2
mp-1102721,-2.980326391,LaTa2CuClO7
mp-733590,-1.352903344,TlCuHCO4
mp-1102291,-3.819025099,La3TaO7
mp-759318,-1.539970297,VH10(CO5)2
mp-559470,-0.88021249,AgPbBrO
mp-560120,-1.185289973,Na2Pd(NO3)4
mp-561256,-4.0088226,Ba2TiOF6
mp-9489,-3.362006125,NaSmTiO4
mp-24835,-1.917052654,K2MgCr2(H2O5)2
mp-19499,-2.607356464,KY(MoO4)2
mp-17636,-2.24110122,K3Na(WO4)2
mp-557634,-2.518133313,NaV3(PO4)3
mp-22427,-2.23789137,BaSr(FeO2)4
mp-5933,-3.493100021,BaTiO3
mp-1102538,-1.066265846,Co2ClO3
mp-562548,-1.495223513,CoBC8(OF2)5
mp-540634,-2.348611749,TaTl(GeO3)3
mp-1216303,-2.456734586,VPO5
mp-3430,-2.492810975,Pr2Ru2O7
mp-551219,-1.783743925,Sr2MnCu2(SO)2
mp-23644,-1.09675456,Hg3AsClO4
mp-16786,-2.595613429,Sr2EuNb(CuO4)2
mp-541023,-2.556545852,CaFe3Si2HO9
mp-554326,-2.824657493,ZrV2O7
mp-562194,-2.487546472,Na2CoP2O7
mp-1201432,-3.504333329,Sr15Ti23O61
mp-619064,-2.50163654,PrMnGeO5
mp-19433,-2.38281917,LiScMo3O8
mp-849786,-1.163316944,ZnP2H15C4NO8
mp-1201692,-1.465472097,LiFe(Se2O5)2
mp-754359,-3.554956135,Y6TeO12
mp-510547,-1.11304352,Cu2H3ClO3
mp-557003,-1.781162941,Sn5(W4O11)2
mp-555392,-1.453818972,K6NaAu2IO8
mp-12286,-3.511368632,Sr2Ta2O7
mp-621825,-3.541570063,Y6Pb8OF32
mp-704632,-2.642670263,Ba2Sm2Fe4O11
mp-1203692,-1.496607774,MnH8SN2O4F3
mp-30064,0.740522486,V16O3
mp-1201714,-1.39909894,ScH15C3(SO4)3
mp-510607,-2.46183269,SrCrO4
mp-20564,-2.07368454,V2Pb3O8
mp-1196196,-0.833041002,NiRu5C17O16
mp-1080031,-0.043205248,Co(ClO3)2
mp-14381,-2.788837999,CaMgV2O7
mp-6172,-2.85246158,Al2Fe3(SiO4)3
mp-17586,-1.920522721,CdS2O7
mp-705411,-2.170442949,WO3
mp-773113,-0.887296754,H12RuSN4(ClO)2
mp-560410,-3.008847404,Sr2UNiO6
mp-1202188,-0.713381338,AgIO3
mp-23958,-1.644012666,YH12(ClO2)3
mp-505232,-2.80174196,GdNi(BO2)5
mp-1205446,-0.520088664,Hg8Br3O4
mp-561441,-3.355928778,Y2GeO5
mp-707833,-0.85068671,HRu6C16NO16
mp-556750,-0.900874736,CoO2
mp-561245,-3.079295985,Sr8Si2PtO14
mp-1204072,-2.546034387,RbHfC(OF)4
mp-1204483,-0.733840154,Hg2Se2O7
mp-1192702,-1.911833649,BaV2Cu(AgO4)2
mp-23968,-1.253704816,NiH2SeO5
mp-1200554,-2.694226109,KTa3(TeO6)2
mp-1079373,-3.172752031,La2TiNiO6
mp-863298,-2.545457998,Ba2VP2O11
mp-1179562,-2.04181539,V2NiP2H6O13
mp-18422,-1.801617033,RbLiZn2O3
mp-1079523,-0.108807395,CoO4
mp-22593,-2.994999248,CeVO3
mp-555759,-1.443282382,Re2(HgO2)5
mp-18924,-2.613301507,Sr3(FeO3)2
mp-26123,-2.580330047,LiV2(PO4)3
mp-1195736,-0.758821377,CuH11C6NO5
mp-4342,-2.863364691,KNbO3
mp-774723,-0.968296123,CuH12C3SN6O7
mp-6841,-2.470345733,Ba4NaCu(CO5)2
mp-1201650,-2.159292001,CaH4Ir(OF3)2
mp-721943,-1.860807374,CuSiH12(OF)6
mp-698305,-1.752671978,K3VH6C4O13
mp-12881,-3.03508634,Ba3NbGa3(SiO7)2
mp-1195762,-0.856422054,Hg12Se6O25
mp-505254,-2.325754998,MnVH4O2F5
mp-8909,-1.401102239,RuO2
mp-1202441,-1.004844332,Cr2Ni2H64N13Cl11O12
mp-554698,-2.168683867,K10MnMo7O27
mp-22353,-2.304828757,Sr2ReNiO6
mp-19311,-2.148798224,V2CoO6
mp-27150,-2.687980051,Mg2V2O7
mp-32310,-3.14252541,Ba3Ta2NiO9
mp-19400,-2.550472875,Sr2NiWO6
mp-1196208,-3.051315617,Ca2Al2FeSi3O13
mp-581114,-3.320046501,Cs2YSi4O10F
mp-1199115,-1.648767665,Fe2H6(SO5)3
mp-1203641,-1.61209592,V2Pb4(Se2O7)3
mp-540895,-1.020557648,CsCo(CO)4
mp-555660,-2.432003024,Li2V6O13
mp-1192103,-2.164809225,FeSiO4
mp-554914,-1.523162969,Hg3PO4
mp-1198649,-3.211276148,K9Y3Si12(O16F)2
mp-866812,-1.741790797,UTa2S6Cl6O
mp-17897,-3.147597897,RbYP2O7
mp-22590,-2.928958337,LaFeO3
mp-795607,0.492096995,V2N4O11
mp-558364,-1.257093034,Cu4Te5(ClO3)4
mp-5403,-2.758904281,Rb2TiO3
mp-555258,-2.263371727,Ba3NaRu2O9
mp-1095280,-1.703017153,SrFe2S2O
mp-1103792,-3.070436859,Nb2O2F3
mp-556345,-0.643431758,Ag2BrNO3
mp-557812,-1.568703779,Ti3O
mp-555471,-3.418900261,La3Ti5Al15O37
mp-17924,-2.44511365,ZnP2PbO7
mp-558502,-1.616149881,FeTeO3F
mp-20476,-1.457011864,In2CuO4
mp-562216,-3.089017497,Ba2CoSi2O7
mp-560584,-1.463315677,Si2Ag6O7
mp-1203184,-1.548089281,VPO7
mp-560038,-2.591575242,Mn3B7IO13
mp-542122,-2.290306482,Ba3LiRu2O9
mp-22754,-1.47610654,Ni2As2O7
mp-722963,-1.09029792,CuH20S2(NO7)2
mp-561159,-2.598249546,K2V3P4O17
mp-690515,-1.425959016,K2CoH2(SeO5)2
mp-573318,-0.798236387,Mn2Pt(CO)12
mp-5377,-3.726867204,YTaO4
mp-216,-3.977897831,Sc2O3
mp-1202153,-2.923439801,Na2Nb4O11
mp-1079615,-3.120914547,Ba2UCdO6
mp-1201553,-2.339521952,Co2BiB(PO5)2
mp-1200668,-1.977518067,Cu2Si2Pb7(S2O13)2
mp-645435,-1.645213102,Cu3Sn4PbO12
mp-5945,-2.801253789,MnSiO3
mp-1197146,0.052532164,NiSO10
mp-5132,-3.494776011,YPO4
mp-555093,-2.465020735,CuB4O7
mp-1196784,-1.763536565,Zn3(AsO3)2
mp-18992,-2.490990278,Ba2MnTeO6
mp-17392,-2.611482749,Sr2ZnGe2O7
mp-1193560,-1.860736423,NbPb2Se2ClO8
mp-542399,-2.349158964,Ba6Na2Mn2Ru2O17
mp-6467,-2.397261671,Na2CuP2O7
mp-22789,-3.211339918,DyVO3
mp-1104355,-2.089686795,Fe3(OF4)2
mp-555570,-1.698247482,BaCu(SeO3)2
mp-1079548,-2.152648447,YClO2
mp-1196460,-2.245808305,ZnB3H3O7
mp-641117,-3.523524007,La5Ti4FeO17
mp-1181479,-1.303092985,FeAs2Pb4(ClO2)4
mp-23506,-2.142742238,VBiO4
mp-1179661,0.512641502,RuN3Cl5O
mp-22313,-1.381344847,Na2PtO2
mp-562406,-0.7880031,Co2H34N12Cl3O10
mp-27129,-4.204975043,Y7(O2F3)3
mp-541093,-2.568219622,Nb2Hg3S(O2F5)2
mp-540548,-2.527392876,K2Co(PO3)4
mp-651688,-1.583798732,Si4Ag10O13
mp-20758,-2.182450904,Cr2CoO4
mp-1104672,-0.788420613,RbHg3N(Cl4O)2
mp-543047,-2.811868811,KNaCu(Si2O5)2
mp-3789,-2.456211867,Zn2SiO4
mp-24058,-2.214494492,AgBH2OF4
mp-561360,-1.110562035,Ca51W12N56O3
mp-559758,-2.647473859,Rb2CaV2O7
mp-20614,-2.663784191,EuMnO3
mp-17102,-2.15449113,Ba4Ir3O10
mp-546790,-2.075795779,LaCuTeO
mp-554259,-2.785048385,SrAgB7O12
mp-704115,-2.49612247,Cr2P4Pb3O16
mp-504712,-2.799638856,CaV2O4
mp-24133,-1.680024211,K2NiH12(SO7)2
mp-655353,-0.96720358,Ru(CO)4
mp-24102,-1.897157011,VFeH2O5
mp-1191549,-2.093765156,ZrS2O9
mp-554790,-2.208322918,Na4Ni5(P3O11)2
mp-16585,-2.493595329,HgB4O7
mp-695964,-1.80111324,NaFe2H3(SO4)2
mp-557845,-2.057295226,Na2TiS2O
mp-19390,-2.172884191,WO3
mp-561266,-2.714593876,Sr3V4CdO14
mp-761179,-2.12126274,K2NiP4(HO2)8
mp-1201845,-1.819267578,LiAuC4S4(OF)12
mp-1105484,-3.391098278,Sm3FeO6
mp-1200866,-2.702362741,Na2TiSi4H4O13
mp-1180937,-2.078719676,K2Zr2Cu(OF2)6
mp-1079385,-1.928468799,CeCuTeO
mp-1193472,-2.195855249,U2Co3O8
mp-561551,-3.665959966,Y2Si2O7
mp-572800,-2.156947278,Cs2MnV2(BrO3)2
mp-601396,-0.953897707,CuH10C2(N2O5)2
mp-21879,-2.810128853,Ba2CePtO6
mp-1189343,-2.797882767,K2Ti(OF2)2
mp-562735,-1.504293528,Cs5FeO4
mp-556570,-0.62661866,Ag4Se(IO2)2
mp-15728,-2.548425402,MgAg(PO3)3
mp-3443,-2.04679491,Cd(GaO2)2
mp-19752,-2.413863259,FePO4
mp-1191650,-1.722413058,VCuBi2O7
mp-1201100,-2.113845604,CeAgS2O9
mp-559369,-1.334879155,Zr2H12(N2O7)5
mp-14529,-1.850266044,Rb2Ni2(MoO4)3
mp-1203086,-2.982137316,Sr3WO6
mp-12862,-3.756187551,LuTaO4
mp-19446,-3.124228011,CaMn(SiO3)2
mp-709019,-1.600032617,Ca2CuH6(CO2)6
mp-19079,-1.373113381,CoO
mp-22949,-1.746275615,FeBiO3
mp-35596,-1.682462036,Fe2NiO4
mp-1188236,-1.873033453,Gd2MgIrO6
mp-561026,-1.246837853,MnH10S2(NO2)4
mp-1198962,-1.420282834,CoTe6O13
mp-556723,-1.951896065,Na3Fe2(AsO4)3
mp-28323,-0.810766159,Pd2Cl2O
mp-1196324,-1.493277819,AgSO4
mp-1281764,-2.001233621,SrCoO3
mp-1202382,-0.752105654,Mn2Fe(CO)14
mp-19050,-2.76075751,Ca2MnO4
mp-15539,-3.053703484,CaMn2Be3(SiO4)3
mp-1198618,-1.392729103,VZn2P4N3O16
mp-21727,-1.890982214,CuGe5Pb3O14
mp-14948,-2.344803912,TbCu(MoO4)2
mp-744948,-1.406525667,FeH8(ClO2)2
mp-12205,-3.416087894,Ti4O7
mp-504975,-1.914661084,MnAl2P2(HO)18
mp-542869,0.218564135,CdFeC5N6O
mp-3188,-1.894942811,Zn(SbO3)2
mp-560117,-2.491570099,CsMn(PO3)4
mp-18847,-2.246870561,V2CdO4
mp-9741,-1.543608875,Na3Cd2IrO6
mp-1199719,-2.6380246,Na3Fe2P2O8F3
mp-12878,-3.109309826,Sr2YSbO6
mp-19470,-2.10066864,Na4Ni7(PO4)6
mp-1198047,-2.333155936,KCu3P3(O4F3)2
mp-561817,-2.210447333,Co3(PO4)2
mp-1195626,-2.74472112,SrCdB2O5
mp-1197988,-2.354866386,Rb8Zr(MoO4)6
mp-17315,-3.633761766,Zr3Tl2OF12
mp-558338,-1.326281927,Tl2CuAsO4
mp-863290,-1.709268384,Rb5Fe3(SO5)6
mp-1205341,-2.195470717,NaCoSO4F
mp-11906,-2.69740283,LiPr2IrO6
mp-1179765,-1.449900262,RbZn2P3O14
mp-1103214,-2.56040901,Sr3Fe2(ClO2)2
mp-735529,-1.61229923,FePH6NO5
mp-24507,-2.238143715,Na6Zn3P4H6O19
mp-1104369,-2.414314566,NaV2O4
mp-19170,-2.339476424,PrNiO3
mp-1193363,-2.548003979,NdWO5
mp-6537,-2.150058691,CaCu(GeO3)2
mp-19022,-1.532334622,Na4FeO4
mp-560084,-1.736199631,NiAs2S6N4(OF2)8
mp-8806,-1.533174835,Sr2Cu2O3
mp-8154,-3.785674055,La2Ti2O7
mp-555884,-1.989885278,ErCuTe2ClO6
mp-1200063,-2.502091693,K4Fe4(PO4)5
mp-1202364,-1.662671135,MnSeO3
mp-19164,-3.183646499,BaDy2CoO5
mp-21579,-2.489488069,V2O3
mp-1079778,-2.681334722,Sr2ZnWO6
mp-562182,-2.654210973,ZnSiO3
mp-561352,-3.231194475,BaNa2Ti2(Si2O7)2
mp-28455,-1.983590393,Hg2P2O7
mp-14862,-3.024995486,SrCu(Si2O5)2
mp-1104318,-0.079472576,NiSn(ClO)6
mp-27888,-3.396198762,Zr3GeO8
mp-1106004,-1.74932896,HoFe4(CuO4)3
mp-540626,-1.146961019,NiH8(IO5)2
mp-1195210,-0.570651568,H18IrC6S3(ClO)3
mp-1194949,-2.156461478,KFeNi(PO4)2
mp-29203,-2.517758786,La3Co3O8
mp-556361,-2.548964004,SrV2ZnO7
mp-28073,-2.666403349,UCuO4
mp-7650,-3.008223249,RbScO2
mp-1188852,-1.386031769,CaCo4(CuO4)3
mp-1105709,-1.196327175,Cs3V(Cl3O2)2
mp-1201198,-1.298561983,K2VO6
mp-1200746,-3.453457815,Dy2VO5
mp-23123,-1.86759159,FeMoClO4
mp-1189095,-0.615743413,AgP(NO)2
mp-13718,-2.311316892,NaCd4(PO4)3
mp-541626,-2.635533622,K3Nb3Ge2O13
mp-30901,-1.931694338,V2Te2O9
mp-556295,-1.918700434,V2Te2O9
mp-18866,-2.645908112,CaV4O9
mp-1079006,-0.603078051,Pt(NO3)2
mp-705435,-2.021099682,Fe2(MoO4)3
mp-758109,-2.078102144,Mn2PH2CO7
mp-699498,-1.896838141,U2CuP2(HO)24
mp-684065,-2.951664826,Ti5(B6O13)2
mp-19447,-2.302237224,Cs2NaVO4
mp-5777,-3.501029787,BaTiO3
mp-20921,-3.137521392,Ba3MnNb2O9
mp-704114,-1.922791862,VBi(PbO3)2
mp-510279,-1.712348835,ZnAsHPbO5
mp-1196656,-1.663128041,PtC2S2(O4F)2
